n_components,n_neighbors,eigen_solver,n_jobs,trustworthiness,continuity,normalized_stress,neighborhood_hit,shepard_diagram_correlation,aggregate,elapsed_time,metrics_time
6,6,dense,-1,0.9403255609742145,0.974759722837979,0.9999764503246349,0.8924142857142858,0.19226588882400256,0.5999578016051695,108.65022374101682,46.200854603986954
6,7,dense,-1,0.9417040387283154,0.976083513293194,0.9999765116922491,0.8839285714285714,0.18098675249823548,0.5965452728512134,108.83205248502782,46.37203127902467
6,8,dense,-1,0.9455385338157688,0.9770484976331107,0.999976502830778,0.8821428571428572,0.18586555645373096,0.5981237884429379,109.41156899899943,46.05658758999198
6,9,dense,-1,0.9478678989745863,0.9782944252963974,0.9999764141380428,0.8882142857142857,0.17985993010494772,0.5988520251904349,109.75255254999502,46.6397434269893
7,1,dense,-1,0.832672800080088,0.6619865895342019,0.9999774965362656,0.7335142857142857,0.013347795953543446,0.4483087949491707,106.80378956600907,45.831185621995246
7,2,dense,-1,0.9025601347196202,0.81563284184031,0.9999813555917222,0.8364142857142857,-0.020410961375342238,0.5109251813364988,107.83766922098584,46.374950377008645
7,3,dense,-1,0.9144755230753829,0.9469512277791284,0.9999787750850246,0.9106,0.09862863664979352,0.574135322483856,109.57784656898002,46.15399901600904
7,4,dense,-1,0.9249798392517483,0.967375124065043,0.999976591138385,0.8871142857142859,0.1589904429632676,0.587696620171192,110.26043505201233,46.37155061800149
7,5,dense,-1,0.9382632767472792,0.9749028445575848,0.9999737577043569,0.9104428571428571,0.14731465582896816,0.5941899753144665,108.48306824199972,46.35091045498848
7,6,dense,-1,0.9426676558500064,0.9762883500421893,0.9999737665766547,0.910942857142857,0.16550641202573999,0.5990863016968276,107.92736385398894,46.55430076501216
7,7,dense,-1,0.9447778613617837,0.9772642306537191,0.9999738446958725,0.904257142857143,0.1516257543774339,0.5955902289108415,110.60900121700251,46.63081257700105
7,8,dense,-1,0.948301182729574,0.9773782989860275,0.9999738592734608,0.9016142857142859,0.15721303612624393,0.5969065888565341,110.37462400301592,46.33201652698335
7,9,dense,-1,0.9504098579866425,0.9777046265177409,0.9999738580417001,0.8975571428571429,0.15210031703708338,0.5955596172713821,107.41798919299617,46.73488710299716
8,1,dense,-1,0.8338213034337771,0.6621806444231513,0.9999756350146227,0.7342285714285713,0.012113989614332209,0.4484737747770418,107.18300049498794,46.15307964498061
8,2,dense,-1,0.9105458146818644,0.8168223803326516,0.9999794125263499,0.8472285714285713,-0.019872427265325957,0.5149234707833474,107.14170118700713,46.252362817001995
8,3,dense,-1,0.9144685768631209,0.948113809476138,0.9999772424636609,0.9113,0.10103678201897645,0.5749883851789148,108.3630828949972,46.03428169200197
8,4,dense,-1,0.9322019664488079,0.9712877036168357,0.9999738202071152,0.9078428571428573,0.13423758388612186,0.5891192581775015,109.33345590601675,46.53965443299967
8,5,dense,-1,0.9405017233242281,0.9744097021008824,0.9999722901096826,0.9130142857142857,0.08741679010813368,0.5830740422275695,107.63226304599084,46.55198444900452
8,6,dense,-1,0.9462107847203353,0.9761403372280938,0.9999723001976286,0.9123714285714286,0.10046117253555364,0.5870422845715566,109.62426785498974,46.619468780001625
8,7,dense,-1,0.9492043476395463,0.9772739770890837,0.9999723868742513,0.9089285714285714,0.0884453665124194,0.5847759751590739,107.12102677600342,46.782623862993205
8,8,dense,-1,0.9508501523103986,0.977252492026944,0.9999724066426141,0.9044857142857143,0.09359363772570574,0.5852419179412297,107.845029944001,46.38083008900867
8,9,dense,-1,0.9526410422893754,0.9771893254007981,0.9999724378053755,0.8998142857142859,0.09287747514839752,0.5845099381494964,106.82025678298669,47.34299445501529
9,1,dense,-1,0.8311408349184103,0.6624699612430818,0.9999743959885788,0.7355714285714287,0.01282820968701172,0.4484072076862708,107.98676968200016,46.02607906598132
9,2,dense,-1,0.9198404287573474,0.8169068003375142,0.9999776544383929,0.8588285714285714,-0.024705668363758676,0.519119629217008,106.41514133600867,46.31861249599024
9,3,dense,-1,0.9149084106803198,0.9483693005162822,0.9999762762474894,0.9120857142857143,0.10544534350692711,0.5761664985483508,108.22600696299924,46.398166191007476
9,4,dense,-1,0.9364495888334311,0.9706948200163037,0.9999722506483388,0.9115571428571427,0.08606433243827921,0.5809587266993635,107.42072600100073,46.233894406992476
9,5,dense,-1,0.9440551835590578,0.9733849377172032,0.999971222754096,0.9137285714285716,0.06380333454963097,0.5790001609000736,107.82107462998829,46.55189127800986
9,6,dense,-1,0.9498184660269153,0.9777586688214178,0.9999702745917851,0.9208571428571427,0.07531301008400003,0.5847554026395382,106.87928652201663,46.46749167700182
9,7,dense,-1,0.9524322998155114,0.9807128870328791,0.9999702262206556,0.9146428571428572,0.07567151301203656,0.5846978661565257,109.95127003299422,46.46783915400738
9,8,dense,-1,0.9529019335554825,0.9814125194857201,0.9999702225318433,0.9086428571428572,0.07909512499332534,0.5844164425291083,107.22913730100845,46.39856400102144
9,9,dense,-1,0.9548654148134377,0.9805292121333467,0.9999703356466486,0.9057,0.07189900727927923,0.582604659715883,108.89959931600606,46.419668292975985
10,1,dense,-1,0.8332782360596657,0.6618256167498534,0.9999726695229328,0.7333714285714285,0.009809902734115087,0.447662502918426,108.49320220499067,46.3930146379862
10,2,dense,-1,0.9257872731433148,0.8172444746363857,0.9999758286864708,0.8668571428571429,-0.012151690690362475,0.5219826123900745,107.41142812298494,46.256776743975934
10,3,dense,-1,0.9163874419003761,0.9507918753485978,0.9999743671491754,0.9126142857142857,0.11797654205417728,0.5795591555736522,107.33496986300452,46.23972091800533
10,4,dense,-1,0.9388212061839452,0.9718484590192068,0.9999702524511629,0.9165,0.05278011378692216,0.5759959053077823,108.40928581400658,46.41224349598633
10,5,dense,-1,0.9490025957124265,0.9763003875691832,0.9999691463282278,0.9179428571428573,0.04428079085970427,0.5775114969911886,107.68548947200179,46.39098379597999
10,6,dense,-1,0.9480978147390702,0.9804404330477812,0.9999682757374412,0.9202285714285714,0.05187734695335401,0.5801351780862672,106.69485612900462,46.45436153400806
10,7,dense,-1,0.9516563305350171,0.9814689172375327,0.9999683172638161,0.9170571428571429,0.051019009426061426,0.5802466165583876,108.04417056500097,46.585020986996824
10,8,dense,-1,0.9539402914634669,0.9814965433405317,0.9999683226478895,0.9140571428571428,0.05604491428416866,0.5811141138594842,107.32251871898188,46.39246142099728
10,9,dense,-1,0.9560568553980807,0.9814757490382278,0.9999684939864604,0.9080571428571429,0.0703874683400679,0.5832017443294117,106.88287913400563,46.50801340001635
50,1,dense,-1,0.8357276361140111,0.657702708693849,0.9999336836052164,0.7328428571428571,0.008360865164482504,0.4469400767019967,107.3745168329915,49.787062399002025
50,2,dense,-1,0.9548702558528668,0.8329353889278206,0.999934444383992,0.9044857142857143,-0.014060462010821497,0.5384713829364819,108.75274840201018,47.66680695299874
50,3,dense,-1,0.958411156557928,0.9386802797362813,0.9999324335386578,0.9249,0.0025646174076255092,0.5649247240326355,107.40219933900516,47.038262684014626
50,4,dense,-1,0.9656900075797663,0.9617895499334983,0.9999292217819226,0.9316,-0.024030564328793632,0.5718300671462684,109.03387282398762,47.037111752986675
50,5,dense,-1,0.969432449980693,0.9701108076026487,0.9999289250540949,0.9354857142857141,-0.03647865669925122,0.5750200093629922,110.67348384400248,47.453286202973686
50,6,dense,-1,0.9712861604908256,0.9769923658881913,0.999928475895591,0.9384,-0.034469302722919,0.5773500100966852,108.44103349698707,48.28288037198945
50,7,dense,-1,0.9740851336470118,0.9807419003761281,0.9999280344920497,0.9363714285714286,-0.037082223368787054,0.5782540856205037,109.27226746999077,48.0023705100175
50,8,dense,-1,0.9747201593181071,0.980021872631323,0.9999285785275235,0.9351714285714287,-0.030952626008987103,0.5779969763986671,106.26902444899315,48.45583523699315
50,9,dense,-1,0.9760912732577264,0.9803341003675472,0.9999287114163609,0.9370428571428573,-0.017491699827812145,0.5787079038703541,107.1782863830158,48.436452133988496
100,1,dense,-1,0.8286607897258413,0.6593426683637715,0.9999033218165939,0.7319285714285714,0.01133897237846299,0.44627353601601066,108.22303499898408,55.75968413098599
100,2,dense,-1,0.9565821389242453,0.8364330005863593,0.9999046645505185,0.9070142857142857,-0.006184748948541889,0.5400249521348743,110.348812035023,52.24896097998135
100,3,dense,-1,0.9684390701199891,0.9180412110464368,0.9999006583305649,0.9246142857142858,-0.023834679382787254,0.5622387817100293,107.86987603700254,49.30161780200433
100,4,dense,-1,0.974105875033966,0.9437344865065859,0.9998995604105855,0.9325428571428572,-0.054519456788361426,0.5700967316545648,109.00681804001215,53.49783965697861
100,5,dense,-1,0.9754810634555153,0.954700946755717,0.9998991710414852,0.9339714285714287,-0.07624466711197819,0.5728508535482352,113.31806519802194,52.26812462002272
100,6,dense,-1,0.978694458189723,0.963116101997912,0.9998988503548263,0.936442857142857,-0.06792236198231005,0.5756709133951332,108.6414783099899,53.80711987000541
100,7,dense,-1,0.9798338972870158,0.9676325214879224,0.9998987876405561,0.9358571428571427,-0.06374922833954315,0.576684954798305,108.77771546898293,54.888218940992374
100,8,dense,-1,0.9811784105373054,0.9683314360081804,0.9998993014181262,0.9348714285714286,-0.05631906863740618,0.5768963947397577,109.42937055500806,55.75024660700001
100,9,dense,-1,0.9822581039143057,0.9685715043690917,0.9998996242228617,0.9360142857142857,-0.05443396778485162,0.5773888539549643,110.51366248898557,56.1502453580033
200,1,dense,-1,0.8377638802682952,0.659552151652532,0.999860321446029,0.7339285714285714,0.014691837833189666,0.4492152239473118,108.80631397099933,65.35619113399298
200,2,dense,-1,0.9585707564034724,0.8389989045092459,0.9998653605697289,0.908,-0.0015536973625627191,0.541140860068598,107.96712908599875,59.31818376301089
200,3,dense,-1,0.9757355290819902,0.892364057606224,0.9998568350462237,0.9230428571428573,-0.06453692932109417,0.5582571217569695,108.67520108900499,58.29517291599768
200,4,dense,-1,0.9795927920712784,0.9192042575404373,0.9998561403317358,0.9278857142857143,-0.08699295194832825,0.5653653247131388,109.35103220198653,64.1708459930087
200,5,dense,-1,0.9824743117429172,0.9375936158345609,0.999855329652761,0.9301142857142857,-0.08383034928936284,0.5700653767278006,110.87420716098859,66.99307075698744
200,6,dense,-1,0.9839535832272642,0.9481900361826581,0.9998551808219908,0.9317285714285714,-0.0762670604414145,0.5728034020033006,110.34859045699704,70.43674428301165
200,7,dense,-1,0.9850779428800251,0.9538338801252807,0.999855740869448,0.9313857142857142,-0.07732242908406989,0.5740883592843143,110.34450852998998,73.41395677797846
200,8,dense,-1,0.9854257211504083,0.9539370750682894,0.9998563086156355,0.9298285714285713,-0.08526345197737505,0.5738670118063267,109.10401090001687,75.0311433429888
200,9,dense,-1,0.985916192097021,0.9513001244225792,0.9998566998610008,0.9303857142857143,-0.0787676477833088,0.5735490661888627,109.83685148600489,76.36700607198873
