n_components,n_neighbors,min_dist,trustworthiness,continuity,normalized_stress,neighborhood_hit,shepard_diagram_correlation,aggregate,elapsed_time,metrics_time
50,1000,0.0,0.980771018119932,0.9572916551063313,0.9808408865313561,0.9999142857142856,0.20280600290678755,0.631988415063196,111.20293846097775,46.363183056004345
100,5,0.0,0.9857388770504698,0.9665067817456345,0.9898884777189721,0.9676714285714286,0.3353432715581606,0.6530743762413445,22.697890862007625,48.457109846989624
100,50,0.0,0.983898824421149,0.9603361397537291,0.9838570024137875,0.9982714285714286,0.2111675013765268,0.6339633783418092,38.85750002099667,47.70315694302553
100,500,0.0,0.9815173962787638,0.956779719119603,0.981197921384994,0.9999,0.1772916793703042,0.6268581746767355,82.44698312802939,46.472812653984874
100,1000,0.0,0.9809222029947228,0.9568475422965261,0.9812154659868425,0.9999142857142856,0.20118774637033252,0.631531262277805,117.82792223599972,47.054951787984464
200,5,0.0,0.9854030075940677,0.969089446963088,0.9898257779882765,0.9664,0.2887719479624903,0.643967724906274,34.559691231988836,48.834020150010474
200,50,0.0,0.9838794102083721,0.9598083263017891,0.9836995480869951,0.9986714285714287,0.19084617310576002,0.6299011580200711,53.624713469005655,47.910692285047844
200,500,0.0,0.9815317005849291,0.9543215665803813,0.9811891477814234,0.9998714285714286,0.24937539194885472,0.6407821879808342,103.15823840897065,48.304091626021545
200,1000,0.0,0.9815044549003904,0.9563998097907699,0.9810907752165954,0.9999142857142856,0.22092127804720346,0.6355298106472108,142.93633623694768,48.86478947097203
1,5,0.1,0.905006201106932,0.9392968322297385,0.9869515725652147,0.9555571428571429,0.1800460171391577,0.5985909241535512,18.309710344998166,47.556584007979836
1,50,0.1,0.8956606610128284,0.9561753485977432,0.9802794958834735,0.9974,0.1960350880954842,0.6129983203645164,29.798777684976812,47.37062852503732
1,500,0.1,0.8916318321582312,0.9521258427126983,0.9756747108827084,0.9995571428571429,0.14020025046273513,0.6015680714616198,69.2269847089774,47.54621426801896
