n_components,perplexity,exaggeration,trustworthiness,continuity,normalized_stress,neighborhood_hit,shepard_diagram_correlation,aggregate,elapsed_time,metrics_time
10,500,2,0.9823981551134819,0.9886602505613318,0.9977567117452272,0.8736857142857143,0.5716537547033287,0.683728232583726,7837.693191031998,44.984239229001105
1,30,4,0.8584305693405603,0.9671362698968866,0.9937438153932644,0.7141142857142857,0.3515131193847524,0.5794900857886441,67.36372413699996,69.05964188999997
1,100,4,0.8136528695851151,0.9606930194642679,0.9975594772238102,0.6104857142857142,0.3817366682753785,0.5538017588773332,104.03603647,135.240208488
1,250,4,0.731916362284227,0.9418975859159361,0.9989735895591753,0.5000571428571429,0.4260133600257588,0.5201821723047779,191.70401500699995,81.20635280700003
1,500,4,0.7006947299171946,0.9240161606338401,0.9994454226832827,0.4802571428571428,0.4430456941418156,0.5097136609733421,325.4595289450001,91.30310876900012
2,30,4,0.9495993335526222,0.9785660369263333,0.9947950167176094,0.8959571428571429,0.36629134279369074,0.639123767882436,107.41111715799991,70.64401779500008
2,100,4,0.9182423980664445,0.9784184345637343,0.9976861165273054,0.8066428571428571,0.46530387860094646,0.6341842903693355,153.98419195099996,79.84157573400012
2,250,4,0.8775874547716774,0.9757330206083835,0.9988359232787946,0.728742857142857,0.48704308967109905,0.6140540997830445,251.71382360500002,78.84556312699988
2,500,4,0.8352009396049941,0.9683671667405575,0.9993532001186622,0.6466142857142857,0.5035121850193304,0.5908682753921011,409.4015980449999,80.20750451100002
3,30,4,0.9725571857614805,0.9817577606796047,0.995147737334642,0.9249714285714287,0.4064734036934207,0.6581224082742585,110.96397608199914,125.88551073698909
3,100,4,0.9641850564192039,0.9844148992463138,0.9977138279182728,0.8754142857142857,0.4630791429200612,0.6578759112763184,235.02878629399993,81.30603029099984
3,250,4,0.9367518141384094,0.9833572644194328,0.9987906688049494,0.7737428571428573,0.5073114335914977,0.6404745400974495,354.3848605649996,77.76836358799983
3,500,4,0.9265338915664374,0.979510372838694,0.9993244048251609,0.7550571428571429,0.5441619901149378,0.6411877985104103,521.8708590330002,78.68848013900015
4,30,4,0.9805503954349785,0.9823014830599374,0.9952214736703161,0.9305571428571427,0.4208520513660907,0.6638079198095668,172.99369190800644,139.31264158099657
4,100,4,0.9759995166111294,0.985591170287316,0.9977420049421667,0.8899571428571429,0.4765551034718902,0.6660721856570624,355.5272599809996,79.28556539100009
4,250,4,0.9675813723667462,0.9861453541753071,0.9987906841334546,0.834342857142857,0.5125385747532928,0.6603634948609498,506.34701120999944,77.98253934600052
4,500,4,0.9265978032979134,0.979503346538335,0.9993250355985435,0.755042857142857,0.544092749932163,0.6411823442625451,642.7538875289993,78.82049339900004
5,30,4,0.981201158417116,0.9823766328675829,0.9952286877531715,0.9317142857142857,0.41993620697646133,0.6639999192444549,263.73892831700505,136.19862865300092
5,100,4,0.978105018377358,0.9856726227421593,0.997742754850934,0.894357142857143,0.47636413504015157,0.6673512328331757,548.9157734270002,80.29677172099946
5,250,4,0.9676349770461794,0.9861640833488265,0.9987933243071875,0.8341285714285713,0.5126385164199267,0.6603545647872634,723.9787635740004,77.75641861599979
5,500,4,0.9266141999056104,0.979509165796662,0.9993246690596799,0.754842857142857,0.5440426231911225,0.6411368353953145,853.6591038519991,78.35484752299999
6,30,4,0.9812630736667477,0.9823704718046995,0.995236370629642,0.9318,0.4206842456917405,0.6641762841067091,437.3480094330007,137.2956729090074
6,100,4,0.9782201822004205,0.9857411681420991,0.9977539363756528,0.8946428571428571,0.4765031696367778,0.6674706881493004,843.4884322639991,79.73379708100038
6,250,4,0.9675244383107132,0.9861383521874062,0.9987936191794204,0.8341428571428571,0.511986560529801,0.6601997177982715,1036.9903219879998,77.81314758700137
6,500,4,0.9265833459662772,0.9795113396164352,0.999326024684552,0.7554,0.5439274188469799,0.641219215949028,1083.8093178580002,80.29537189000075
7,30,4,0.9812694578321869,0.9823747322054259,0.9952389013943471,0.9316857142857143,0.4205694965214962,0.6641320998900953,788.5291204690002,132.88875775100314
7,100,4,0.978231763511291,0.9857265020093532,0.9977502238265724,0.8946,0.4760732194570237,0.6673762522302191,1389.3971375429992,79.61920021900005
7,250,4,0.9675162922071422,0.9861295710996382,0.9987940074888477,0.8338714285714286,0.5121657163567026,0.6601778001492127,1724.633344416001,77.82028615799936
7,500,4,0.9264751583885131,0.979494270840782,0.9993275235099146,0.7549571428571429,0.5443334764242094,0.6411865050001465,1627.8525926559996,79.57541646100071
8,30,4,0.9812650000715072,0.9823768888634641,0.9952393656510367,0.9317142857142857,0.42081019514687507,0.6641854008290191,1491.1253854179959,130.51086711000244
8,100,4,0.978246519743146,0.985728351186305,0.997750849756689,0.8945571428571427,0.4763484270322559,0.6674259182124322,2723.3709807509986,79.74083415399946
8,250,4,0.9675274044305879,0.9861424752942523,0.9987953842758475,0.8338428571428572,0.5125082120133717,0.6602451129210444,3259.5239223989993,79.53241509899817
8,500,4,0.9265200649285643,0.9794684395692405,0.9993283237982213,0.7548999999999999,0.544331766602371,0.6411783894603909,3062.5811814900007,79.91686460900019
9,30,4,0.9813006092415943,0.9823805142799937,0.9952396833826512,0.9318,0.4209228175180955,0.6642328515314064,3008.961961344001,119.68429256899981
9,100,4,0.9781815797377115,0.985717170315919,0.9977506803343119,0.8945285714285713,0.4761012151347553,0.6673555712565291,3409.624477016987,121.24689840000065
9,250,4,0.9674679947942737,0.9861516854253966,0.9987960439149045,0.8339285714285714,0.5123437134258731,0.660219184231842,4446.957165461994,229.3681716919964
9,500,4,0.9263801581739914,0.9794972927362956,0.9993288149430117,0.7547857142857142,0.5441629019376845,0.6410994504381349,3551.593807629004,122.56950750500255
10,30,4,0.9813223560201937,0.9823894598343893,0.9952447707875762,0.9319428571428571,0.4218306761218437,0.6644481156663415,6671.221518908002,131.0673849219893
10,100,4,0.978206994837178,0.9857200463366846,0.9977525938849084,0.8945714285714286,0.4761429847847595,0.6673777721290284,7785.774162104004,110.59800592700776
10,250,4,0.9675095605165682,0.9861522918067016,0.9987987278694266,0.834,0.5124586098231275,0.6602643468553943,9049.873814839011,186.51619551799376
10,500,4,0.9263388527380119,0.9794500750825909,0.999329576622743,0.7547142857142857,0.5439977850436493,0.641034284391159,7267.920304575993,150.30100589500216
