n_components,n_neighbors,n_jobs,trustworthiness,continuity,normalized_stress,neighborhood_hit,shepard_diagram_correlation,aggregate,elapsed_time,metrics_time
100,4,-1,0.9777776768731319,0.8722394619796061,0.99981861761,0.930957142857,0.0267293394077,0.561577000702,86.78921384900241,109.09696861599878
100,5,-1,0.9788007880096677,0.8902484819015203,0.999789248592,0.934242857143,0.00865183457622,0.562430942608,89.88417916799881,106.59194980899701
100,6,-1,0.9788054817442043,0.901849325686827,0.999763327654,0.934485714286,0.0068118459077,0.564437807994,92.88764831599838,108.24833256900092
100,7,-1,0.9799236503010454,0.9120020708493629,0.999739981323,0.935357142857,0.00288051487089,0.566084679511,91.71930354399956,105.1072677709999
100,8,-1,0.9802403958640219,0.9190702558528667,0.999718183515,0.934371428571,0.00520374419619,0.567833528194,93.88064751499769,107.15377557899774
100,9,-1,0.9810616235001358,0.9224853252863865,0.999698154067,0.933314285714,0.00199771610924,0.567832159309,96.56029730400041,107.05183488700277
200,1,-1,0.5017715916079115,0.5013025270654863,0.999888493892,0.2284,0.00822324694725,0.247961774346,51.53382199400221,132.93228951100173
200,2,-1,0.7369014687584915,0.5658412167670152,0.999867613158,0.610385714286,-0.0439429118337,0.3826521573,663.0902558749985,133.3484743609988
200,3,-1,0.9772633825779786,0.7961020422464711,0.999795961518,0.913785714286,0.0115763183092,0.53978629918,112.39306412200312,128.4251468140028
200,4,-1,0.9819933012027516,0.8442614890665446,0.999742121026,0.925142857143,0.00658891163123,0.551648887603,108.46199587099909,129.82703653000135
200,5,-1,0.9831139596413198,0.8681580638702573,0.999700100928,0.9254,-0.0145099044953,0.5553943845,112.84921937599938,128.58172838899918
200,6,-1,0.983246322383193,0.8837967278291835,0.999663102444,0.925171428571,-0.0254829245104,0.5585102753,116.15950258599696,130.69826341600128
200,7,-1,0.9845840982223303,0.8964723853381577,0.999630094555,0.9257,-0.0329524044441,0.5614252778,112.81272870700195,128.855552584002
200,8,-1,0.9847435664945726,0.9051936630293322,0.999600027935,0.927185714286,-0.0236452536828,0.5635045832,118.28991618999862,129.38534504500058
200,9,-1,0.9848135849434377,0.9095456573659597,0.999572145722,0.925057142857,-0.0317528540276,0.5639688479,120.88344562199927,128.05954150800244
